"EntityLogicalName","EntitySchemaName","RelationshipSchemaName","ReferencedEntity","ReferencingEntity","ReferencedAttribute","ReferencingAttribute","RelationshipType","CascadeConfiguration","IsCustomRelationship"
"solar_solarcountry","solar_solarcountry","solar_solarcountry_SyncErrors","solar_solarcountry","syncerror","solar_solarcountryid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","solar_solarcountry_AsyncOperations","solar_solarcountry","asyncoperation","solar_solarcountryid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","solar_solarcountry_MailboxTrackingFolders","solar_solarcountry","mailboxtrackingfolder","solar_solarcountryid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","solar_solarcountry_UserEntityInstanceDatas","solar_solarcountry","userentityinstancedata","solar_solarcountryid","objectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","solar_solarcountry_ProcessSession","solar_solarcountry","processsession","solar_solarcountryid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","solar_solarcountry_BulkDeleteFailures","solar_solarcountry","bulkdeletefailure","solar_solarcountryid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","solar_solarcountry_PrincipalObjectAttributeAccesses","solar_solarcountry","principalobjectattributeaccess","solar_solarcountryid","objectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","solar_solarcountry_DeletedItemReferences","solar_solarcountry","deleteditemreference","solar_solarcountryid","deletedobject","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","lk_solar_solarcountry_createdby","systemuser","solar_solarcountry","systemuserid","createdby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","lk_solar_solarcountry_createdonbehalfby","systemuser","solar_solarcountry","systemuserid","createdonbehalfby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","lk_solar_solarcountry_modifiedby","systemuser","solar_solarcountry","systemuserid","modifiedby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","lk_solar_solarcountry_modifiedonbehalfby","systemuser","solar_solarcountry","systemuserid","modifiedonbehalfby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","user_solar_solarcountry","systemuser","solar_solarcountry","systemuserid","owninguser","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","team_solar_solarcountry","team","solar_solarcountry","teamid","owningteam","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","owner_solar_solarcountry","owner","solar_solarcountry","ownerid","ownerid","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarcountry","solar_solarcountry","business_unit_solar_solarcountry","businessunit","solar_solarcountry","businessunitid","owningbusinessunit","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""Restrict"",""Archive"":""Restrict"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_preventivetask_Park","solar_location","solar_solarpreventivetask","solar_locationid","solar_park","OneToMany","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""RemoveLink"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","True"
"solar_location","solar_location","solar_location_DeletedItemReferences","solar_location","deleteditemreference","solar_locationid","deletedobject","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_ActivityPointers","solar_location","activitypointer","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_msfp_surveyresponses","solar_location","msfp_surveyresponse","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_msfp_surveyinvites","solar_location","msfp_surveyinvite","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_adx_portalcomments","solar_location","adx_portalcomment","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_msfp_alerts","solar_location","msfp_alert","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_chats","solar_location","chat","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_adx_inviteredemptions","solar_location","adx_inviteredemption","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_Appointments","solar_location","appointment","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_Emails","solar_location","email","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_Faxes","solar_location","fax","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_Letters","solar_location","letter","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_PhoneCalls","solar_location","phonecall","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_Tasks","solar_location","task","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_RecurringAppointmentMasters","solar_location","recurringappointmentmaster","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_SocialActivities","solar_location","socialactivity","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""Cascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""Cascade"",""Share"":""Cascade"",""Unshare"":""Cascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_solarpreventiveplan_PlanLocation","solar_location","solar_solarpreventiveplan","solar_locationid","solar_planlocation","OneToMany","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""RemoveLink"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","True"
"solar_location","solar_location","solar_location_corrective_work_orders","solar_location","solar_corrective_work_order","solar_locationid","solar_locationid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""RemoveLink"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","True"
"solar_location","solar_location","solar_solarmodule_Park_solar_location","solar_location","solar_solarmodule","solar_locationid","solar_park","OneToMany","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""RemoveLink"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","True"
"solar_location","solar_location","solar_solarinverter_Park_solar_location","solar_location","solar_solarinverter","solar_locationid","solar_park","OneToMany","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""RemoveLink"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","True"
"solar_location","solar_location","solar_location_SyncErrors","solar_location","syncerror","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_AsyncOperations","solar_location","asyncoperation","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_MailboxTrackingFolders","solar_location","mailboxtrackingfolder","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_UserEntityInstanceDatas","solar_location","userentityinstancedata","solar_locationid","objectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_ProcessSession","solar_location","processsession","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_BulkDeleteFailures","solar_location","bulkdeletefailure","solar_locationid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_PrincipalObjectAttributeAccesses","solar_location","principalobjectattributeaccess","solar_locationid","objectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","solar_location_ParkManager_account","account","solar_location","accountid","solar_parkmanager","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""RemoveLink"",""Merge"":""Cascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","True"
"solar_location","solar_location","solar_location_Account_new_account","new_account","solar_location","new_accountid","solar_account","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""RemoveLink"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","True"
"solar_location","solar_location","lk_solar_location_createdby","systemuser","solar_location","systemuserid","createdby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","lk_solar_location_createdonbehalfby","systemuser","solar_location","systemuserid","createdonbehalfby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","lk_solar_location_modifiedby","systemuser","solar_location","systemuserid","modifiedby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","lk_solar_location_modifiedonbehalfby","systemuser","solar_location","systemuserid","modifiedonbehalfby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","user_solar_location","systemuser","solar_location","systemuserid","owninguser","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","team_solar_location","team","solar_location","teamid","owningteam","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","owner_solar_location","owner","solar_location","ownerid","ownerid","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","business_unit_solar_location","businessunit","solar_location","businessunitid","owningbusinessunit","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""Restrict"",""Archive"":""Restrict"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_location","solar_location","TransactionCurrency_solar_location","transactioncurrency","solar_location","transactioncurrencyid","transactioncurrencyid","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""Restrict"",""Archive"":""Restrict"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","solar_maintenance_team_SyncErrors","solar_maintenance_team","syncerror","solar_maintenance_teamid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","solar_maintenance_team_AsyncOperations","solar_maintenance_team","asyncoperation","solar_maintenance_teamid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","solar_maintenance_team_MailboxTrackingFolders","solar_maintenance_team","mailboxtrackingfolder","solar_maintenance_teamid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","solar_maintenance_team_UserEntityInstanceDatas","solar_maintenance_team","userentityinstancedata","solar_maintenance_teamid","objectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","solar_maintenance_team_ProcessSession","solar_maintenance_team","processsession","solar_maintenance_teamid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","solar_maintenance_team_BulkDeleteFailures","solar_maintenance_team","bulkdeletefailure","solar_maintenance_teamid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","solar_maintenance_team_PrincipalObjectAttributeAccesses","solar_maintenance_team","principalobjectattributeaccess","solar_maintenance_teamid","objectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","solar_maintenance_team_DeletedItemReferences","solar_maintenance_team","deleteditemreference","solar_maintenance_teamid","deletedobject","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","solar_maintenance_team_corrective_work_orders","solar_maintenance_team","solar_corrective_work_order","solar_maintenance_teamid","solar_maintenanceteamid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""RemoveLink"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","True"
"solar_maintenance_team","solar_maintenance_team","solar_corrective_work_order_Team_solar_maintenance_team","solar_maintenance_team","solar_corrective_work_order","solar_maintenance_teamid","solar_team","OneToMany","{""Assign"":""NoCascade"",""Delete"":""RemoveLink"",""Archive"":""RemoveLink"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","True"
"solar_maintenance_team","solar_maintenance_team","lk_solar_maintenance_team_createdby","systemuser","solar_maintenance_team","systemuserid","createdby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","lk_solar_maintenance_team_createdonbehalfby","systemuser","solar_maintenance_team","systemuserid","createdonbehalfby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","lk_solar_maintenance_team_modifiedby","systemuser","solar_maintenance_team","systemuserid","modifiedby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","lk_solar_maintenance_team_modifiedonbehalfby","systemuser","solar_maintenance_team","systemuserid","modifiedonbehalfby","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","user_solar_maintenance_team","systemuser","solar_maintenance_team","systemuserid","owninguser","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","team_solar_maintenance_team","team","solar_maintenance_team","teamid","owningteam","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","owner_solar_maintenance_team","owner","solar_maintenance_team","ownerid","ownerid","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_maintenance_team","solar_maintenance_team","business_unit_solar_maintenance_team","businessunit","solar_maintenance_team","businessunitid","owningbusinessunit","ManyToOne","{""Assign"":""NoCascade"",""Delete"":""Restrict"",""Archive"":""Restrict"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarassetcategory","solar_solarassetcategory","solar_solarassetcategory_SyncErrors","solar_solarassetcategory","syncerror","solar_solarassetcategoryid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""Cascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
"solar_solarassetcategory","solar_solarassetcategory","solar_solarassetcategory_AsyncOperations","solar_solarassetcategory","asyncoperation","solar_solarassetcategoryid","regardingobjectid","OneToMany","{""Assign"":""NoCascade"",""Delete"":""NoCascade"",""Archive"":""NoCascade"",""Merge"":""NoCascade"",""Reparent"":""NoCascade"",""Share"":""NoCascade"",""Unshare"":""NoCascade"",""RollupView"":""NoCascade""}","False"
